Please enter participant ID number,Democratic Presidential Primary,School,US House (District 8),US House (District 20),US House (District 25),U.S. House (District 27),U.S. House (District 28),U.S. House (District 29),U.S. House (District 30),US House (District 31),U.S. House (District 32),US House (District 33),U.S. House (District 34),U.S. House (District 37),U.S. House (District 38),U.S. House (District 40),US House (District 41),U.S. House (District 43),U.S. House (District 44),U.S. House (District 47),California Proposition 13
SVHS1153,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1155,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1157,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1158,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1159,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS116,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1164,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1166,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1171,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1172,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1175,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1176,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1177,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1184,Joe Biden (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1192,,Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
SVHS1193,Tulsi Gabbard (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1195,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1197,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1198,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1199,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1201,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1202,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1203,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1204,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1205,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1206,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1207,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1208,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1209,Tulsi Gabbard (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1210,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1211,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1213,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1214,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1215,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1216,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1217,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1218,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1219,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1220,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1221,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1222,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1223,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1225,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,
SVHS1226,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1227,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1228,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1229,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1230,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1232,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1235,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1236,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1237,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1238,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1239,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1240,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,No
SVHS1241,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1242,Tulsi Gabbard (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1243,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1245,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1246,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1247,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,
SVHS1248,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
SVHS1249,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1250,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1251,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1253,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1254,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1255,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1256,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1257,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1261,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1262,Amy Klobuchar (D),Sierra Vista High School,,,,,,,,,,,,,,,,,,,
SVHS1263,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1283,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1284,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1285,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1286,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1287,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1288,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1289,Michael Bennet (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1290,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1292,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1293,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1294,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1295,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1296,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
SVHS1298,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1300,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1301,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1302,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1304,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1305,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,No
SVHS1306,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1307,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1308,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1310,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1311,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1312,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1313,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1314,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1315,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1316,Tom Steyer (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1317,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1318,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1319,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1321,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1322,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1324,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1325,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1326,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1328,Joe Biden (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1329,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1330,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1331,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1332,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1333,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1334,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1335,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1337,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1338,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1339,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1340,Andrew Yang (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
SVHS1341,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1342,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1343,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1344,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1345,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1346,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1347,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1350,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1351,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1352,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1353,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1354,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1355,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1356,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1358,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1359,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1360,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1361,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1362,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1363,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1364,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1365,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1366,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1367,Andrew Yang (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1368,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1369,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1370,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1371,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1372,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1373,Deval Patrick (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1375,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1376,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1377,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1378,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1379,Andrew Yang (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1380,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,No
SVHS1381,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1382,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1383,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1384,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1385,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1386,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1387,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1388,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1389,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1390,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1391,Andrew Yang (D),Sierra Vista High School,,,,,,,,,,,,,,,,,,,Yes
SVHS1392,Deval Patrick (D),Sierra Vista High School,,,,,,,,,,,,,Linda Sanchez (D)(Incumbent),,,,,,Yes
SVHS1393,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1394,Andrew Yang (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1395,Michael Bennet (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1396,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1397,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1398,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,No
svhs1399,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,,,,,,,,Maxine Waters (D)(Incumbent),,,Yes
SVHS1400,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1401,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
svhs1402,,Sierra Vista High School,,,,,,,,,,,,,,,,,,,Yes
SVHS1403,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1404,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,No
SVHS1405,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1406,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS-1407,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1408,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1410,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1411,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1417,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1418,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,
SVHS1419,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1420,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1421,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1422,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1423,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1424,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1425,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1426,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1427,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1428,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1430,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,
SVHS1431,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1432,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1434,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1435,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1437,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1438,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1439,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1440,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1441,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1442,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
svhs1443,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1444,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1445,Deval Patrick (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
