Please enter participant ID number,Democratic Presidential Primary,School,US House (District 8),US House (District 20),US House (District 25),U.S. House (District 27),U.S. House (District 28),U.S. House (District 29),U.S. House (District 30),US House (District 31),U.S. House (District 32),US House (District 33),U.S. House (District 34),U.S. House (District 37),U.S. House (District 38),U.S. House (District 40),US House (District 41),U.S. House (District 43),U.S. House (District 44),U.S. House (District 47),California Proposition 13
SVAH1024,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1025,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1026,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1027,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1028,Bernie Sanders (D),Animo Inglewood Charter High School,,,,,,,,,,,,,,,,Maxine Waters (D)(Incumbent),,,Yes
svah1029,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,No
SVAH1031,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1032,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,No
SVAH1033,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1034,Tom Steyer (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1035,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1036,Tulsi Gabbard (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1037,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1038,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1039,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1040,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
svah1041,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1042,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1044,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1045,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1046,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1047,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1048,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1050,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1051,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1052,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1053,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
svah1056,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1057,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1058,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1059,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
svah1060,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1061,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1062,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1064,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1065,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1066,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1067,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1068,Andrew Yang (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1069,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1070,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,No
svah1071,Andrew Yang (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1072,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1073,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,No
SVAH1074,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1075,Tulsi Gabbard (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1076,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
Svah1077,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1078,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1080,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
svah1081,Amy Klobuchar (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1082,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1083,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1085,Tulsi Gabbard (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1086,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1087,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1088,Tom Steyer (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1089,Andrew Yang (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1090,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1091,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1092,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1093,Tom Steyer (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1094,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1095,Pete Buttigieg (D),School for Visual Arts and Humanities,,,,,,,,,,,Keanakay Scott (D),,,,,,,,Yes
SVAH1096,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1097,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1098,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1099,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1100,Pete Buttigieg (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1101,Pete Buttigieg (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1102,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,No
SVAH1103,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1104,Michael Bloomberg (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1105,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
svah1055,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1106,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1107,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1108,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1109,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1110,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
svah1054,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1111,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1137,Andrew Yang (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH1138,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),Karen Bass (D)(Incumbent),,,,,,,Yes
SVAH1141,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1143,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1144,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,No
SVAH1145,Bernie Sanders (D),School for Visual Arts and Humanities,,,,,,,,,,,Jimmy Gomez (D)(Incumbent),,,,,,,,Yes
SVAH1150,Andrew Yang (D),School for Visual Arts and Humanities,,,,,,,,,,,Frances Yasmeen Motiwalla (D),,,,,,,,Yes
SVAH1151,Andrew Yang (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVAH152,Elizabeth Warren (D),School for Visual Arts and Humanities,,,,,,,,,,,Joanne Wright (R),,,,,,,,Yes
SVAH1804,Joe Biden (D),School for Visual Arts and Humanities,,,,,,,,,,,David Kim (D),,,,,,,,Yes
SVHS 1196,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1231,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1233,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1234,Tulsi Gabbard (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs 1252,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1258,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1259,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs 1260,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
svhs 1336,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1374,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS 1433,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS 1446,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,,,,,,,,,,,
SVHS 1506,Joe Biden (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1002,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1004,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1007,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1008,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1010,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1011,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1012,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1013,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1014,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1015,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1016,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1017,,Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1018,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1019,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1020,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1021,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1022,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1023,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1024,Andrew Yang (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1025,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1026,,Sierra Vista High School,,,,,,,,,,,,,,,,,,,Yes
svhs1028,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1029,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1030,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1031,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1033,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1035,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1036,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1037,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1039,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1040,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
svhs1041,,Sierra Vista High School,,,,,,,,,,,,,,,,,,,
SVHS1042,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1043,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1044,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1045,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1046,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
svhs1047,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1048,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1049,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1050,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1051,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
SVHS1052,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1053,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
SVHS1055,Tom Steyer (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1056,Joe Biden (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1057,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1058,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1059,Michael Bennet (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1060,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1064,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1065,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
svhs1067,Bernie Sanders (D),Sierra Vista High School,,,,Judy Chu (D) (Incumbent),,,,,,,,,,,,,,,Yes
svhs1068,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1069,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1070,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1071,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1072,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1073,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1075,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1076,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1077,Joe Biden (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1078,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1079,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
svhs1080,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1081,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
svhs1082,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1083,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1084,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1086,Andrew Yang (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1087,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1088,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
svhs1089,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
svhs1091,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1092,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1095,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1096,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1097,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1098,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1099,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1100,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,,,,,,,,,,,Yes
SVHS1101,Elizabeth Warren (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1108,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1114,Joe Biden (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,No
SVHS1115,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1116,,Sierra Vista High School,,,,,,,,,,,,,,,,,,,
svhs1118,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1119,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1120,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1123,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1125,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
SVHS1126,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
SVHS1127,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1128,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Meshal Kashfalghita (D),,,,,,,,,,Yes
svhs1131,,Sierra Vista High School,,,,,,,,,,,,,,,,,,,
svhs1133,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1134,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1135,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,,,,,,,,,,,Yes
SVHS1136,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Rau Madrigal (D)(Write-In),,,,,,,,,,Yes
SVHS1137,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1138,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,No
SVHS1139,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
svhs1140,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1141,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1142,Joe Biden (D),Sierra Vista High School,,,,,,,,,Joshua Scott (R),,,,,,,,,,Yes
svhs1143,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
svhs1148,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1149,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Grace Napolitano (D)(Incumbent),,,,,,,,,,Yes
SVHS1150,Bernie Sanders (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,Yes
SVHS1152,Michael Bloomberg (D),Sierra Vista High School,,,,,,,,,Emanuel Gonzalez (D),,,,,,,,,,No
